NOM_ENT,Grupo quinquenal de edad,AÑO,Total,Hombres,Mujeres
Guerrero,65 a 69 años,2010,89041,42136,46905
Guerrero,65 a 69 años,2020,104196,48671,55525
Guerrero,60 a 64 años,1990,51474,24876,26598
Guerrero,60 a 64 años,1995,63816,30678,33138
Guerrero,60 a 64 años,2000,76908,36481,40427
Guerrero,60 a 64 años,2005,89468,42807,46661
Guerrero,60 a 64 años,2010,110858,53232,57626
Guerrero,60 a 64 años,2020,126765,59295,67470
Guerrero,55 a 59 años,1990,57775,28165,29610
Guerrero,55 a 59 años,1995,67228,32323,34905
Guerrero,55 a 59 años,2000,96611,46272,50339
Guerrero,55 a 59 años,2005,112818,53978,58840
Guerrero,55 a 59 años,2010,137260,64884,72376
Guerrero,55 a 59 años,2020,148972,69264,79708
Guerrero,50 a 54 años,1990,74054,35600,38454
Guerrero,50 a 54 años,1995,86328,41907,44421
Guerrero,50 a 54 años,2000,117329,55640,61689
Guerrero,50 a 54 años,2005,135306,63531,71775
Guerrero,50 a 54 años,2010,158413,73976,84437
Guerrero,50 a 54 años,2020,174072,80393,93679
Guerrero,5 a 9 años,1990,386810,195254,191556
Guerrero,5 a 9 años,1995,399798,202850,196948
Guerrero,5 a 9 años,2000,391873,198055,193818
Guerrero,5 a 9 años,2005,345731,174968,170763
Guerrero,5 a 9 años,2010,353009,179246,173763
Guerrero,5 a 9 años,2020,351010,177163,173847
Guerrero,45 a 49 años,1990,92617,44171,48446
Guerrero,45 a 49 años,1995,106096,51070,55026
Guerrero,45 a 49 años,2000,142041,67300,74741
Guerrero,45 a 49 años,2005,158810,74032,84778
Guerrero,45 a 49 años,2010,178482,83944,94538
Guerrero,45 a 49 años,2020,190778,89571,101207
Guerrero,40 a 44 años,1990,103265,49712,53553
Guerrero,40 a 44 años,1995,126571,61736,64835
Guerrero,40 a 44 años,2000,176165,81594,94571
Guerrero,40 a 44 años,2005,181518,83257,98261
Guerrero,40 a 44 años,2010,211923,99320,112603
Guerrero,40 a 44 años,2020,209120,97642,111478
Guerrero,35 a 39 años,1990,137436,64989,72447
Guerrero,35 a 39 años,1995,165407,78286,87121
Guerrero,35 a 39 años,2000,186082,85746,100336
Guerrero,35 a 39 años,2005,198099,90739,107360
Guerrero,35 a 39 años,2010,223482,104473,119009
Guerrero,35 a 39 años,2020,222157,102989,119168
Guerrero,30 a 34 años,1990,146484,69230,77254
Guerrero,30 a 34 años,1995,177944,84143,93801
Guerrero,30 a 34 años,2000,215653,99525,116128
Guerrero,30 a 34 años,2005,212665,96552,116113
Guerrero,30 a 34 años,2010,237815,111428,126387
Guerrero,30 a 34 años,2020,237976,109644,128332
Guerrero,25 a 29 años,1990,180524,84070,96454
Guerrero,25 a 29 años,1995,205582,96854,108728
Guerrero,25 a 29 años,2000,265129,122169,142960
Guerrero,25 a 29 años,2005,252404,114723,137681
Guerrero,25 a 29 años,2010,290684,137993,152691
Guerrero,25 a 29 años,2020,256191,118352,137839
Guerrero,20 a 24 años,1990,218114,101651,116463
Guerrero,20 a 24 años,1995,265340,126456,138884
Guerrero,20 a 24 años,2000,333331,161191,172140
Guerrero,20 a 24 años,2005,332940,161667,171273
Guerrero,20 a 24 años,2010,372191,184645,187546
Guerrero,20 a 24 años,2020,281967,133690,148277
Guerrero,15 a 19 años,1990,301872,148144,153728
Guerrero,15 a 19 años,1995,336443,166520,169923
Guerrero,15 a 19 años,2000,394613,199865,194748
Guerrero,15 a 19 años,2005,396125,200491,195634
Guerrero,15 a 19 años,2010,393378,198888,194490
Guerrero,15 a 19 años,2020,326540,162620,163920
Guerrero,100 años y más,1990,1094,428,666
Guerrero,100 años y más,1995,894,360,534
Guerrero,100 años y más,2000,2711,1219,1492
Guerrero,100 años y más,2005,2520,1130,1390
Guerrero,100 años y más,2010,2810,1244,1566
Guerrero,100 años y más,2020,1179,470,709
Guerrero,10 a 14 años,1990,370880,187544,183336
Guerrero,10 a 14 años,1995,387415,196670,190745
Guerrero,10 a 14 años,2000,411408,208037,203371
Guerrero,10 a 14 años,2005,377826,190749,187077
Guerrero,10 a 14 años,2010,378197,191053,187144
Guerrero,10 a 14 años,2020,348493,176233,172260
Guerrero,0 a 4 años,1990,361479,182613,178866
Guerrero,0 a 4 años,1995,388050,197290,190760
Guerrero,0 a 4 años,2000,3079649,1491287,1588362
Guerrero,0 a 4 años,2005,3115202,1499453,1615749
Guerrero,0 a 4 años,2010,3388768,1645561,1743207
Guerrero,0 a 4 años,2020,335458,169332,166126
Hidalgo,No especificado,1990,13809,6643,7166
Hidalgo,No especificado,1995,5007,2137,2870
Hidalgo,No especificado,2000,660,227,433
Hidalgo,No especificado,2005,621,204,417
Hidalgo,No especificado,2010,654,235,419
Hidalgo,No especificado,2020,3206,1588,1618
Hidalgo,95 a 99 años,1990,1153,409,744
Hidalgo,95 a 99 años,1995,1473,557,916
Hidalgo,95 a 99 años,2000,3268,1274,1994
Hidalgo,95 a 99 años,2005,3470,1381,2089
Hidalgo,95 a 99 años,2010,4577,1862,2715
Hidalgo,95 a 99 años,2020,3020,1115,1905
Hidalgo,90 a 94 años,1990,2384,862,1522
Hidalgo,90 a 94 años,1995,2712,1043,1669
Hidalgo,90 a 94 años,2000,7406,3139,4267
Hidalgo,90 a 94 años,2005,9117,3974,5143
Hidalgo,90 a 94 años,2010,12043,5139,6904
Hidalgo,90 a 94 años,2020,7213,2878,4335
Hidalgo,85 a 89 años,1990,5340,2254,3086
Hidalgo,85 a 89 años,1995,6056,2564,3492
Hidalgo,85 a 89 años,2000,12770,5727,7043
Hidalgo,85 a 89 años,2005,16502,7413,9089
Hidalgo,85 a 89 años,2010,19997,8912,11085
Hidalgo,85 a 89 años,2020,17421,7713,9708
Hidalgo,80 a 84 años,1990,9644,4127,5517
Hidalgo,80 a 84 años,1995,10546,4619,5927
Hidalgo,80 a 84 años,2000,21911,10518,11393
Hidalgo,80 a 84 años,2005,25653,12155,13498
Hidalgo,80 a 84 años,2010,31279,14642,16637
Hidalgo,80 a 84 años,2020,29997,13534,16463
Hidalgo,75 a 79 años,1990,14328,6797,7531
Hidalgo,75 a 79 años,1995,17386,8437,8949
Hidalgo,75 a 79 años,2000,30440,14494,15946
Hidalgo,75 a 79 años,2005,35516,16901,18615
Hidalgo,75 a 79 años,2010,48068,22456,25612
Hidalgo,75 a 79 años,2020,47263,22656,24607
Hidalgo,70 a 74 años,1990,21014,9901,11113
Hidalgo,70 a 74 años,1995,26160,12722,13438
Hidalgo,70 a 74 años,2000,40119,19103,21016
Hidalgo,70 a 74 años,2005,46738,22345,24393
Hidalgo,70 a 74 años,2010,57669,27765,29904
Hidalgo,70 a 74 años,2020,66179,31397,34782
Hidalgo,65 a 69 años,1990,28339,13645,14694
Hidalgo,65 a 69 años,1995,33606,16024,17582
Hidalgo,65 a 69 años,2000,51719,24910,26809
Hidalgo,65 a 69 años,2005,65005,31058,33947
Hidalgo,65 a 69 años,2010,74476,35915,38561
Hidalgo,65 a 69 años,2020,93011,44117,48894
Hidalgo,60 a 64 años,1990,37433,18053,19380
Hidalgo,60 a 64 años,1995,44554,21660,22894
Hidalgo,60 a 64 años,2000,60808,29879,30929
Hidalgo,60 a 64 años,2005,73161,35672,37489
Hidalgo,60 a 64 años,2010,95265,46282,48983
Hidalgo,60 a 64 años,2020,118929,55713,63216
Hidalgo,55 a 59 años,1990,43533,21769,21764
Hidalgo,55 a 59 años,1995,51647,25527,26120
Hidalgo,55 a 59 años,2000,77766,38145,39621
Hidalgo,55 a 59 años,2005,93857,45771,48086
Hidalgo,55 a 59 años,2010,120304,57248,63056
Hidalgo,55 a 59 años,2020,139795,65244,74551
Hidalgo,50 a 54 años,1990,54437,26964,27473
Hidalgo,50 a 54 años,1995,65824,32702,33122
Hidalgo,50 a 54 años,2000,95309,46488,48821
Hidalgo,50 a 54 años,2005,116547,55512,61035
Hidalgo,50 a 54 años,2010,140325,65837,74488
Hidalgo,50 a 54 años,2020,171679,79935,91744
Hidalgo,5 a 9 años,1990,269371,135688,133683
Hidalgo,5 a 9 años,1995,265590,134122,131468
Hidalgo,5 a 9 años,2000,243558,123609,119949
Hidalgo,5 a 9 años,2005,237423,120784,116639
Hidalgo,5 a 9 años,2010,255202,129514,125688
Hidalgo,5 a 9 años,2020,269553,136027,133526
Hidalgo,45 a 49 años,1990,70768,34915,35853
Hidalgo,45 a 49 años,1995,83345,41453,41892
Hidalgo,45 a 49 años,2000,117852,56602,61250
Hidalgo,45 a 49 años,2005,135441,63506,71935
Hidalgo,45 a 49 años,2010,162857,76199,86658
Hidalgo,45 a 49 años,2020,194567,91193,103374
Hidalgo,40 a 44 años,1990,77683,38622,39061
Hidalgo,40 a 44 años,1995,98208,49155,49053
Hidalgo,40 a 44 años,2000,143447,66909,76538
Hidalgo,40 a 44 años,2005,159174,73325,85849
Hidalgo,40 a 44 años,2010,191131,88478,102653
Hidalgo,40 a 44 años,2020,211048,97725,113323
Hidalgo,35 a 39 años,1990,106107,51450,54657
Hidalgo,35 a 39 años,1995,132294,63858,68436
Hidalgo,35 a 39 años,2000,155351,71301,84050
Hidalgo,35 a 39 años,2005,173306,78284,95022
Hidalgo,35 a 39 años,2010,197047,90262,106785
Hidalgo,35 a 39 años,2020,221410,101835,119575
Hidalgo,30 a 34 años,1990,117480,56395,61085
Hidalgo,30 a 34 años,1995,141617,67019,74598
Hidalgo,30 a 34 años,2000,172960,78718,94242
Hidalgo,30 a 34 años,2005,175226,78011,97215
Hidalgo,30 a 34 años,2010,201034,91783,109251
Hidalgo,30 a 34 años,2020,224226,102706,121520
Hidalgo,25 a 29 años,1990,137762,64262,73500
Hidalgo,25 a 29 años,1995,162352,77241,85111
Hidalgo,25 a 29 años,2000,195771,88949,106822
Hidalgo,25 a 29 años,2005,196494,88134,108360
Hidalgo,25 a 29 años,2010,226170,106172,119998
Hidalgo,25 a 29 años,2020,231124,108338,122786
Hidalgo,20 a 24 años,1990,160396,75252,85144
Hidalgo,20 a 24 años,1995,201620,96765,104855
Hidalgo,20 a 24 años,2000,235368,114428,120940
Hidalgo,20 a 24 años,2005,237675,115331,122344
Hidalgo,20 a 24 años,2010,269602,134493,135109
Hidalgo,20 a 24 años,2020,238187,116241,121946
Hidalgo,15 a 19 años,1990,210593,105116,105477
Hidalgo,15 a 19 años,1995,239592,119944,119648
Hidalgo,15 a 19 años,2000,271378,137272,134106
Hidalgo,15 a 19 años,2005,270650,136955,133695
Hidalgo,15 a 19 años,2010,263026,133304,129722
Hidalgo,15 a 19 años,2020,272506,137426,135080
Hidalgo,100 años y más,1990,728,252,476
Hidalgo,100 años y más,1995,514,148,366
Hidalgo,100 años y más,2000,1835,686,1149
Hidalgo,100 años y más,2005,1703,628,1075
Hidalgo,100 años y más,2010,1952,716,1236
Hidalgo,100 años y más,2020,642,192,450
Hidalgo,10 a 14 años,1990,260049,131741,128308
Hidalgo,10 a 14 años,1995,269753,136420,133333
Hidalgo,10 a 14 años,2000,277830,140645,137185
Hidalgo,10 a 14 años,2005,243185,123336,119849
Hidalgo,10 a 14 años,2010,271181,137456,133725
Hidalgo,10 a 14 años,2020,283676,143492,140184
Hidalgo,0 a 4 años,1990,246015,124021,121994
Hidalgo,0 a 4 años,1995,252617,128449,124168
Hidalgo,0 a 4 años,2000,2235591,1081993,1153598
Hidalgo,0 a 4 años,2005,2345514,1125188,1220326
Hidalgo,0 a 4 años,2010,2665018,1285222,1379796
Hidalgo,0 a 4 años,2020,238189,120314,117875
Jalisco,No especificado,1990,46312,22256,24056
Jalisco,No especificado,1995,16393,8464,7929
Jalisco,No especificado,2000,1097,427,670
Jalisco,No especificado,2005,1027,409,618
Jalisco,No especificado,2010,1084,415,669
Jalisco,No especificado,2020,51051,25503,25548
Jalisco,95 a 99 años,1990,2805,1181,1624
Jalisco,95 a 99 años,1995,3510,1477,2033
Jalisco,95 a 99 años,2000,9701,4103,5598
Jalisco,95 a 99 años,2005,11502,4926,6576
Jalisco,95 a 99 años,2010,13596,5628,7968
Jalisco,95 a 99 años,2020,6381,2422,3959
Jalisco,90 a 94 años,1990,7097,2979,4118
Jalisco,90 a 94 años,1995,8299,3529,4770
Jalisco,90 a 94 años,2000,24151,10772,13379
Jalisco,90 a 94 años,2005,27217,12006,15211
Jalisco,90 a 94 años,2010,32720,14255,18465
Jalisco,90 a 94 años,2020,17725,7062,10663
Jalisco,85 a 89 años,1990,17241,7564,9677
Jalisco,85 a 89 años,1995,19954,8852,11102
Jalisco,85 a 89 años,2000,39463,17838,21625
Jalisco,85 a 89 años,2005,48147,21475,26672
Jalisco,85 a 89 años,2010,53964,23768,30196
Jalisco,85 a 89 años,2020,41507,17843,23664
Jalisco,80 a 84 años,1990,30814,13802,17012
Jalisco,80 a 84 años,1995,36385,16501,19884
Jalisco,80 a 84 años,2000,63716,30017,33699
Jalisco,80 a 84 años,2005,69383,32186,37197
Jalisco,80 a 84 años,2010,80747,37383,43364
Jalisco,80 a 84 años,2020,76495,33970,42525
Jalisco,75 a 79 años,1990,47547,22409,25138
Jalisco,75 a 79 años,1995,53066,25061,28005
Jalisco,75 a 79 años,2000,84182,39184,44998
Jalisco,75 a 79 años,2005,96044,44817,51227
Jalisco,75 a 79 años,2010,118204,55172,63032
Jalisco,75 a 79 años,2020,120885,56892,63993
Jalisco,70 a 74 años,1990,64662,30562,34100
Jalisco,70 a 74 años,1995,79247,37374,41873
Jalisco,70 a 74 años,2000,108075,50693,57382
Jalisco,70 a 74 años,2005,126101,59336,66765
Jalisco,70 a 74 años,2010,155337,73976,81361
Jalisco,70 a 74 años,2020,181420,84464,96956
Jalisco,65 a 69 años,1990,85330,40115,45215
Jalisco,65 a 69 años,1995,95384,44832,50552
Jalisco,65 a 69 años,2000,140629,66144,74485
Jalisco,65 a 69 años,2005,172579,81797,90782
Jalisco,65 a 69 años,2010,210465,99337,111128
Jalisco,65 a 69 años,2020,240553,111583,128970
Jalisco,60 a 64 años,1990,105816,49067,56749
Jalisco,60 a 64 años,1995,125183,58712,66471
Jalisco,60 a 64 años,2000,169779,81869,87910
Jalisco,60 a 64 años,2005,208005,99191,108814
Jalisco,60 a 64 años,2010,254380,120383,133997
Jalisco,60 a 64 años,2020,313011,144991,168020
Jalisco,55 a 59 años,1990,120026,56950,63076
Jalisco,55 a 59 años,1995,143341,68852,74489
Jalisco,55 a 59 años,2000,224975,107972,117003
Jalisco,55 a 59 años,2005,267921,125979,141942
Jalisco,55 a 59 años,2010,324277,152109,172168
Jalisco,55 a 59 años,2020,357080,167535,189545
Jalisco,50 a 54 años,1990,151319,71875,79444
Jalisco,50 a 54 años,1995,192416,93304,99112
Jalisco,50 a 54 años,2000,264177,125130,139047
Jalisco,50 a 54 años,2005,318734,149555,169179
Jalisco,50 a 54 años,2010,371541,175474,196067
Jalisco,50 a 54 años,2020,444689,210067,234622
Jalisco,5 a 9 años,1990,695463,352079,343384
Jalisco,5 a 9 años,1995,717968,364579,353389
Jalisco,5 a 9 años,2000,703272,357599,345673
Jalisco,5 a 9 años,2005,674285,342642,331643
